text;label
Покажи мне приоритетную информацию;read_passenger_message
Есть ли неотложные просьбы?;read_passenger_message
Давай узнаем критичные детали;read_passenger_message
Алиса, читай самое важное;read_passenger_message
Что пассажир просит обязательно учесть?;read_passenger_message
Покажи мне необходимые условия;read_passenger_message
Есть ли строгие требования?;read_passenger_message
Давай посмотрим на обязательства;read_passenger_message
Алиса, зачитай принципиальные моменты;read_passenger_message
Что заказчик не готов изменить?;read_passenger_message
Покажи мне жесткие условия;read_passenger_message
Есть ли категоричные просьбы?;read_passenger_message
Давай прочтем непреложные требования;read_passenger_message
Алиса, огласи безусловные пожелания;read_passenger_message
Что клиент требует безоговорочно?;read_passenger_message
Покажи мне окончательные условия;read_passenger_message
Есть ли решающие факторы?;read_passenger_message
Давай узнаем определяющие моменты;read_passenger_message
Алиса, прочитай решительные требования;read_passenger_message
Что пассажир ставит условием?;read_passenger_message
Покажи мне ультимативные просьбы;read_passenger_message
Есть ли принципиальные возражения?;read_passenger_message
Давай посмотрим на кардинальные пожелания;read_passenger_message
Алиса, скажи что не подлежит обсуждению;read_passenger_message
Что заказчик считает неизменным?;read_passenger_message
Покажи мне бескомпромиссные условия;read_passenger_message
Есть ли железные правила клиента?;read_passenger_message
Давай прочтем неукоснительные требования;read_passenger_message
Алиса, озвучь неотменяемые пожелания;read_passenger_message
Что пассажир не готов обсуждать?;read_passenger_message
Покажи мне неподвижные принципы;read_passenger_message
Есть ли неприкосновенные условия?;read_passenger_message
Давай узнаем незыблемые требования;read_passenger_message
Алиса, читай непоколебимые установки;read_passenger_message
Что клиент защищает категорически?;read_passenger_message
Покажи мне священные правила пассажира;read_passenger_message
Есть ли нерушимые принципы заказчика?;read_passenger_message
Давай посмотрим на вечные истины клиента;read_passenger_message
Алиса, зачитай догматы пассажира;read_passenger_message
Что заказчик исповедует неукоснительно?;read_passenger_message
Покажи мне символ веры клиента;read_passenger_message
Есть ли манифест пассажира?;read_passenger_message
Давай прочтем декларацию заказчика;read_passenger_message
Алиса, огласи кредо клиента;read_passenger_message
Что пассажир провозглашает как истину?;read_passenger_message
Покажи мне завет заказчика;read_passenger_message
Есть ли заповеди клиента?;read_passenger_message
Давай узнаем постулаты пассажира;read_passenger_message
Алиса, прочитай аксиомы заказчика;read_passenger_message
Что клиент утверждает безапелляционно?;read_passenger_message
Покажи мне тезисы пассажира;read_passenger_message
Есть ли доктрина заказчика?;read_passenger_message
Давай посмотрим на философию клиента;read_passenger_message
Алиса, скажи в чем уверен пассажир;read_passenger_message
Что заказчик знает наверняка?;read_passenger_message
Покажи мне убеждения клиента;read_passenger_message
Есть ли идеология пассажира?;read_passenger_message
Давай прочтем мировоззрение заказчика;read_passenger_message
Алиса, озвучь концепцию клиента;read_passenger_message
Что пассажир понимает как данность?;read_passenger_message
Покажи мне парадигму заказчика;read_passenger_message
Есть ли система взглядов клиента?;read_passenger_message
Давай узнаем теорию пассажира;read_passenger_message
Алиса, читай гипотезу заказчика;read_passenger_message
Что пассажир предполагает как вероятное?;read_passenger_message
Покажи мне предположения клиента;read_passenger_message
Есть ли версии заказчика?;read_passenger_message
Давай узнаем варианты пассажира;read_passenger_message
Алиса, прочитай альтернативы клиента;read_passenger_message
Что заказчик рассматривает как возможное?;read_passenger_message
Покажи мне опции пассажира;read_passenger_message
Есть ли выборы клиента?;read_passenger_message
Давай посмотрим на решения заказчика;read_passenger_message
Позвони этому еблану, он совсем охуел;call_passenger
Дозвониться до клиента можно?;call_passenger
Позвони дуре, дорогу пусть перейдет коза;call_passenger
Позвони им;call_passenger
Соверши звоночек пассажиру, пожалуйста;call_passenger
Звони ему;call_passenger
Набери-ка его;call_passenger
Включи его на связь;call_passenger
Свяжись с ним;call_passenger
Пусти гудок ему на телефон;call_passenger
Звонок сделай;call_passenger
Пусти гудок;call_passenger
Позвони клиенту;call_passenger
Набери человека;call_passenger
Нужно позвонить клиенту;call_passenger
Звони пассажиру;call_passenger
Позвони ему;call_passenger
Сделай звонок;call_passenger
Оформи связь;call_passenger
Звонок сделай;call_passenger
Позвони пассажиру;call_passenger
Набери пассажиру;call_passenger
Быстрее наберу пассажиру;call_passenger
Алиса, набери пассажиру;call_passenger
Связь с пассажиром;call_passenger
Свяжись с клиентом;call_passenger
Созвон;call_passenger
Свяжи с клиентом;call_passenger
Свяжи с пассажироом;call_passenger
Звонок пассажиру;call_passenger
Звонок клиенту;call_passenger
Разговор с пассажироом;call_passenger
Позвони;call_passenger
Алиса, соедини с клиентом;call_passenger
Давай дозвонимся до пассажира;call_passenger
Нужно связаться с заказчиком;call_passenger
Свяжи меня с клиентом;call_passenger
Алиса, набери номер пассажира;call_passenger
Попробуй дозвониться до него;call_passenger
Нужен контакт с клиентом;call_passenger
Давай поговорим с пассажиром;call_passenger
Алиса, установи связь с заказчиком;call_passenger
Попытайся связаться с клиентом;call_passenger
Нужно поговорить с пассажиром;call_passenger
Давай созвонимся с заказчиком;call_passenger
Алиса, позвони по номеру клиента;call_passenger
Свяжись срочно с пассажиром;call_passenger
Нужен разговор с заказчиком;call_passenger
Давай наберем номер клиента;call_passenger
Алиса, дозвонись до пассажира;call_passenger
Попробуй поговорить с заказчиком;call_passenger
Нужна связь с клиентом;call_passenger
Давай поговорим с заказчиком;call_passenger
Алиса, соедини меня с пассажиром;call_passenger
Надо связаться с клиентом;call_passenger
Нужен контакт с пассажиром;call_passenger
Давай дозвонимся до заказчика;call_passenger
Алиса, позвони пассажиру срочно;call_passenger
Свяжись немедленно с клиентом;call_passenger
Нужно быстро связаться с заказчиком;call_passenger
Давай скорее наберем пассажира;call_passenger
Алиса, экстренно соедини с клиентом;call_passenger
Попробуй срочно дозвониться;call_passenger
Нужен немедленный контакт;call_passenger
Давай быстро позвоним заказчику;call_passenger
Алиса, захватывающе свяжись с пассажиром;call_passenger
Надо увлекательно связаться с клиентом;call_passenger
Нужна интригующая связь с заказчиком;call_passenger
Давай заворожено наберем пассажира;call_passenger
Алиса, обворожительно соедини с клиентом;call_passenger
Попробуй чарующе дозвониться;call_passenger
Нужен гипнотический контакт;call_passenger
Давай магнетически позвоним заказчику;call_passenger
Алиса, притягательно свяжись с пассажиром;call_passenger
Надо соблазнительно связаться с клиентом;call_passenger
Нужна искусительная связь с заказчиком;call_passenger
Давай кокетливо наберем пассажира;call_passenger
Алиса, игриво соедини с клиентом;call_passenger
Попробуй шаловливо дозвониться;call_passenger
Нужен озорной контакт;call_passenger
Давай проказливо позвоним заказчику;call_passenger
Алиса, задорно свяжись с пассажиром;call_passenger
Надо весело связаться с клиентом;call_passenger
Нужна радостная связь с заказчиком;call_passenger
Давай беззаботно наберем пассажира;call_passenger
Алиса, легкомысленно соедини с клиентом;call_passenger
Попробуй беспечно дозвониться;call_passenger
Нужен непринужденный контакт;call_passenger
Давай расслабленно позвоним заказчику;call_passenger
Алиса, спокойно свяжись с пассажиром;call_passenger
Надо умиротворенно связаться с клиентом;call_passenger
Нужна безмятежная связь с заказчиком;call_passenger
Давай медитативно наберем пассажира;call_passenger
Алиса, дзенски соедини с клиентом;call_passenger
Попробуй философски дозвониться;call_passenger
Нужен мудрый контакт;call_passenger
Надо мгновенно связаться с клиентом;call_passenger
Нужна экстренная связь с заказчиком;call_passenger
Давай незамедлительно наберем пассажира;call_passenger
Алиса, молниеносно соедини с клиентом;call_passenger
Попробуй мгновенно дозвониться;call_passenger
Нужен сиюминутный контакт;call_passenger
Давай тут же позвоним заказчику;call_passenger
Алиса, моментально свяжись с пассажиром;call_passenger
Надо сейчас же связаться с клиентом;call_passenger
Нужна мгновенная связь с заказчиком;call_passenger
Давай сию секунду наберем пассажира;call_passenger
Алиса, немедля соедини с клиентом;call_passenger
Попробуй тотчас дозвониться;call_passenger
Нужен безотлагательный контакт;call_passenger
Давай без промедления позвоним заказчику;call_passenger
Алиса, неукоснительно свяжись с пассажиром;call_passenger
Надо беспрекословно связаться с клиентом;call_passenger
Нужна безапелляционная связь с заказчиком;call_passenger
Давай безусловно наберем пассажира;call_passenger
Алиса, категорически соедини с клиентом;call_passenger
Попробуй непременно дозвониться;call_passenger
Нужен обязательный контакт;call_passenger
Давай непреложно позвоним заказчику;call_passenger
Алиса, безоговорочно свяжись с пассажиром;call_passenger
Надо окончательно связаться с клиентом;call_passenger
Нужна решительная связь с заказчиком;call_passenger
Давай определенно наберем пассажира;call_passenger
Алиса, бесспорно соедини с клиентом;call_passenger
Попробуй однозначно дозвониться;call_passenger
Нужен неоспоримый контакт;call_passenger
Давай неопровержимо позвоним заказчику;call_passenger
Алиса, бесповоротно свяжись с пассажиром;call_passenger
Надо окончательно и бесповоротно связаться с клиентом;call_passenger
Нужна абсолютная связь с заказчиком;call_passenger
Давай тотально наберем пассажира;call_passenger
Алиса, радикально соедини с клиентом;call_passenger
Попробуй кардинально дозвониться;call_passenger
Нужен фундаментальный контакт;call_passenger
Давай глобально позвоним заказчику;call_passenger
Алиса, универсально свяжись с пассажиром;call_passenger
Надо всеобъемлюще связаться с клиентом;call_passenger
Нужна всеохватывающая связь с заказчиком;call_passenger
Давай всесторонне наберем пассажира;call_passenger
Алиса, многогранно соедини с клиентом;call_passenger
Попробуй разнообразно дозвониться;call_passenger
Нужен многоплановый контакт;call_passenger
Давай комплексно позвоним заказчику;call_passenger
Алиса, интегрально свяжись с пассажиром;call_passenger
Надо холистически связаться с клиентом;call_passenger
Нужна синергетическая связь с заказчиром;call_passenger
Давай системно наберем пассажира;call_passenger
Алиса, структурно соедини с клиентом;call_passenger
Попробуй организованно дозвониться;call_passenger
Нужен методичный контакт;call_passenger
Давай планомерно позвоним заказчику;call_passenger
Алиса, последовательно свяжись с пассажиром;call_passenger
Надо поэтапно связаться с клиентом;call_passenger
Нужна постепенная связь с заказчиком;call_passenger
Давай пошагово наберем пассажира;call_passenger
Алиса, размеренно соедини с клиентом;call_passenger
Попробуй ритмично дозвониться;call_passenger
Нужен гармоничный контакт;call_passenger
Давай сбалансированно позвоним заказчику;call_passenger
Алиса, пропорционально свяжись с пассажиром;call_passenger
Надо симметрично связаться с клиентом;call_passenger
Нужна эстетичная связь с заказчиком;call_passenger
Давай элегантно наберем пассажира;call_passenger
Алиса, изящно соедини с клиентом;call_passenger
Попробуй грациозно дозвониться;call_passenger
Нужен утонченный контакт;call_passenger
Давай деликатно позвоним заказчику;call_passenger
Алиса, тактично свяжись с пассажиром;call_passenger
Надо дипломатично связаться с клиентом;call_passenger
Нужна вежливая связь с заказчиком;call_passenger
Давай учтиво наберем пассажира;call_passenger
Алиса, любезно соедини с клиентом;call_passenger
Попробуй галантно дозвониться;call_passenger
Нужен куртуазный контакт;call_passenger
Давай церемонно позвоним заказчику;call_passenger
Алиса, почтительно свяжись с пассажиром;call_passenger
Надо благоговейно связаться с клиентом;call_passenger
Нужна торжественная связь с заказчиком;call_passenger
Давай празднично наберем пассажира;call_passenger
Алиса, триумфально соедини с клиентом;call_passenger
Попробуй победно дозвониться;call_passenger
Нужен чемпионский контакт;call_passenger
Давай геройски позвоним заказчику;call_passenger
Алиса, эпически свяжись с пассажиром;call_passenger
Надо легендарно связаться с клиентом;call_passenger
Нужна мифическая связь с заказчиком;call_passenger
Давай сказочно наберем пассажира;call_passenger
Алиса, волшебно соедини с клиентом;call_passenger
Попробуй магически дозвониться;call_passenger
Нужен чудесный контакт;call_passenger
Давай фантастично позвоним заказчику;call_passenger
Алиса, невероятно свяжись с пассажиром;call_passenger
Надо удивительно связаться с клиентом;call_passenger
Нужна изумительная связь с заказчиком;call_passenger
Давай поразительно наберем пассажира;call_passenger
Алиса, ошеломляюще соедини с клиентом;call_passenger
Попробуй потрясающе дозвониться;call_passenger
Нужен головокружительный контакт;call_passenger
Давай захватывающе позвоним заказчику;call_passenger
Маршрут до церкви на Фридриха Энгельса;build_route
Проведи меня до кофейни на покровке;build_route
Построй маршрут до Кронверского Проспекта дом 49;build_route
Вяземский переулок 5-7, пожалуйста;build_route
Маршрут до ближайшей массажки, будь добра;build_route
В макдональдс;build_route
Поехали в аэропорт;build_route
Нам надо к театру имени Камала;build_route
Проложи дорогу к улице Южной дом 52;build_route
Едем на Парашютную, д. 10;build_route
Отвези на Рубинштейна, 13;build_route
На Лиговский 5;build_route
На Южную дом 3;build_route
Построй маршрут до Астраханской улицы дом 5;build_route
Отвези на заправку;build_route
Сделай муршрут до Красной Площади;build_route
Построй мне маршрут до метро;build_route
Построй ка маршрут до столовой;build_route
Пожрать;build_route
Построй маршрут до Авиапарка;build_route
Построй маршрут до: Москва, ул. Литовский бульвар, дом 3 корпус 2;build_route
Поехали до Кубинки;build_route
Побыстрей до Красной площади;build_route
Покажи дорогу до ВТБ арены;build_route
Маршрут;build_route
улица Ромашка, дом 4;build_route
Алиса, построй дорогу до центра;build_route
Проложи путь до вокзала;build_route
Нужен маршрут до больницы;build_route
Давай доберемся до торгового центра;build_route
Алиса, покажи как добраться до университета;build_route
Составь маршрут до стадиона;build_route
Нужна дорога до банка;build_route
Давай построим путь до музея;build_route
Алиса, проложи маршрут до театра;build_route
Найди дорогу до библиотеки;build_route
Нужен путь до почты;build_route
Давай дойдем до парка;build_route
Алиса, покажи маршрут до школы;build_route
Построй дорогу до детского сада;build_route
Нужна навигация до офиса;build_route
Давай проложим путь до ресторана;build_route
Алиса, найди маршрут до гостиницы;build_route
Составь дорогу до автосалона;build_route
Нужен путь до автосервиса;build_route
Давай доберемся до салона красоты;build_route
Алиса, покажи как попасть в спортзал;build_route
Проложи маршрут до бассейна;build_route
Нужна дорога до катка;build_route
Давай построим путь до кинотеатра;build_route
Алиса, найди маршрут до цирка;build_route
Построй дорогу до зоопарка;build_route
Нужен путь до океанариума;build_route
Давай доберемся до планетария;build_route
Алиса, покажи как попасть в галерею;build_route
Проложи маршрут до выставки;build_route
Нужна дорога до конференц-зала;build_route
Давай построим путь до офисного центра;build_route
Алиса, найди маршрут до бизнес-центра;build_route
Составь дорогу до склада;build_route
Нужен путь до производства;build_route
Давай доберемся до фабрики;build_route
Алиса, покажи как попасть на завод;build_route
Проложи маршрут до мастерской;build_route
Нужна дорога до ателье;build_route
Давай построим путь до студии;build_route
Алиса, найди маршрут до лаборатории;build_route
Составь дорогу до клиники;build_route
Нужен путь до поликлиники;build_route
Давай доберемся до медцентра;build_route
Алиса, покажи как попасть в госпиталь;build_route
Проложи маршрут до санатория;build_route
Нужна дорога до профилактория;build_route
Давай построим путь до диспансера;build_route
Алиса, найди маршрут до аптеки;build_route
Составь дорогу до магазина;build_route
Нужен путь до супермаркета;build_route
Давай доберемся до гипермаркета;build_route
Алиса, покажи как попасть в торговый центр;build_route
Проложи маршрут до рынка;build_route
Нужна дорога до базара;build_route
Давай построим путь до ярмарки;build_route
Алиса, найди маршрут до выставки-продажи;build_route
Составь дорогу до автомойки;build_route
Нужен путь до шиномонтажа;build_route
Давай доберемся до автозапчастей;build_route
Алиса, покажи как попасть в автосалон;build_route
Проложи маршрут до дилера;build_route
Нужна дорога до автостоянки;build_route
Давай построим путь до паркинга;build_route
Алиса, найди маршрут до гаража;build_route
Составь дорогу до мойки;build_route
Нужен путь до техосмотра;build_route
Давай доберемся до ГИБДД;build_route
Алиса, покажи как попасть в МФЦ;build_route
Проложи маршрут до администрации;build_route
Нужна дорога до муниципалитета;build_route
Давай построим путь до мэрии;build_route
Алиса, найди маршрут до правительства;build_route
Составь дорогу до министерства;build_route
Нужен путь до ведомства;build_route
Давай доберемся до департамента;build_route
Алиса, покажи как попасть в управление;build_route
Проложи маршрут до службы;build_route
Нужна дорога до инспекции;build_route
Давай построим путь до контроля;build_route
Алиса, найди маршрут до надзора;build_route
Составь дорогу до суда;build_route
Нужен путь до прокуратуры;build_route
Давай доберемся до адвоката;build_route
Алиса, покажи как попасть к нотариусу;build_route
Проложи маршрут до юриста;build_route
Нужна дорога до консультанта;build_route
Давай построим путь до эксперта;build_route
Алиса, найди маршрут до аудитора;build_route
Составь дорогу до бухгалтера;build_route
Нужен путь до финансиста;build_route
Давай доберемся до экономиста;build_route
Алиса, покажи как попасть к аналитику;build_route
Проложи маршрут до консалтинга;build_route
Нужна дорога до агентства;build_route
Давай построим путь до компании;build_route
Алиса, найди маршрут до фирмы;build_route
Составь дорогу до предприятия;build_route
Нужен путь до организации;build_route
Давай доберемся до учреждения;build_route
Алиса, покажи как попасть в институт;build_route
Проложи маршрут до академии;build_route
Нужна дорога до университета;build_route
Давай построим путь до колледжа;build_route
Алиса, найди маршрут до техникума;build_route
Составь дорогу до училища;build_route
Нужен путь до лицея;build_route
Давай доберемся до гимназии;build_route
Алиса, покажи как попасть в школу;build_route
Проложи маршрут до детсада;build_route
Нужна дорога до яслей;build_route
Давай построим путь до центра развития;build_route
Алиса, найди маршрут до студии творчества;build_route
Составь дорогу до кружка;build_route
Нужен путь до секции;build_route
Давай доберемся до клуба;build_route
Алиса, покажи как попасть в ассоциацию;build_route
Проложи маршрут до объединения;build_route
Нужна дорога до союза;build_route
Давай построим путь до федерации;build_route
Алиса, найди маршрут до лиги;build_route
Составь дорогу до турнира;build_route
Нужен путь до чемпионата;build_route
Давай доберемся до соревнований;build_route
Алиса, покажи как попасть на олимпиаду;build_route
Проложи маршрут до конкурса;build_route
Нужна дорога до фестиваля;build_route
Давай построим путь до праздника;build_route
Алиса, найди маршрут до концерта;build_route
Составь дорогу до спектакля;build_route
Нужен путь до представления;build_route
Давай доберемся до шоу;build_route
Алиса, покажи как попасть на мероприятие;build_route
Проложи маршрут до события;build_route
Нужна дорога до встречи;build_route
Давай построим путь до собрания;build_route
Алиса, найди маршрут до заседания;build_route
Составь дорогу до конференции;build_route
Нужен путь до семинара;build_route
Давай доберемся до тренинга;build_route
Алиса, покажи как попасть на лекцию;build_route
Проложи маршрут до презентации;build_route
Нужна дорога до демонстрации;build_route
Давай построим путь до показа;build_route
Алиса, найди маршрут до просмотра;build_route
Составь дорогу до дегустации;build_route
Нужен путь до тестирования;build_route
Давай доберемся до испытаний;build_route
Алиса, покажи как попасть на проверку;build_route
Проложи маршрут до экзамена;build_route
Нужна дорога до зачета;build_route
Давай построим путь до контрольной;build_route
Алиса, найди маршрут до теста;build_route
Составь дорогу до опроса;build_route
Нужен путь до анкетирования;build_route
Давай доберемся до интервью;build_route
Алиса, покажи как попасть на собеседование;build_route
Проложи маршрут до кастинга;build_route
Нужна дорога до прослушивания;build_route
Давай построим путь до отбора;build_route
Алиса, найди маршрут до конкурса;build_route
Составь дорогу до тендера;build_route
Нужен путь до торгов;build_route
Давай доберемся до аукциона;build_route
Алиса, покажи как попасть на биржу;build_route
Проложи маршрут до рынка;build_route
Нужна дорога до обмена;build_route
Давай построим путь до сделки;build_route
Алиса, найди маршрут до договора;build_route
Составь дорогу до контракта;build_route
Нужен путь до соглашения;build_route
Давай доберемся до переговоров;build_route
Алиса, покажи как попасть на дискуссию;build_route
Проложи маршрут до дебатов;build_route
Нужна дорога до диалога;build_route
Давай построим путь до беседы;build_route
Алиса, найди маршрут до разговора;build_route
Составь дорогу до общения;build_route
Нужен путь до коммуникации;build_route
Давай доберемся до связи;build_route
Алиса, покажи как попасть к контакту;build_route
Проложи маршрут до знакомства;build_route
Нужна дорога до встречи;build_route
Давай построим путь до свидания;build_route
Алиса, найди маршрут до романтики;build_route
Составь дорогу до любви;build_route
Нужен путь до счастья;build_route
Давай доберемся до радости;build_route
Алиса, покажи как попасть к удовольствию;build_route
Проложи маршрут до наслаждения;build_route
Нужна дорога до блаженства;build_route
Давай построим путь до эйфории;build_route
Алиса, найди маршрут до экстаза;build_route
Составь дорогу до восторга;build_route
Нужен путь до восхищения;build_route
Давай доберемся до вдохновения;build_route
Алиса, покажи как попасть к мотивации;build_route
Проложи маршрут до энтузиазма;build_route
Алиса, построй маршрут до адреса который я скажу;build_route
Где мне повернуть чтобы добраться?;build_route
Покажи самый быстрый путь;build_route
Нужен оптимальный маршрут;build_route
Построй путь без пробок;build_route
Собак не везут?;read_passenger_preferences
Какие дополнительные опции у пассажира?;read_passenger_preferences
Что этот мешок от меня хочет?;read_passenger_preferences
Особенных пожеланий от клиента нет?;read_passenger_preferences
Скажи, что хочет клиент;read_passenger_preferences
Чё он хочет;read_passenger_preferences
Дополнительные моменты есть?;read_passenger_preferences
Есть нюансы?;read_passenger_preferences
Расскажи все данные о пассажире;read_passenger_preferences
клиент с лыжами?;read_passenger_preferences
есть ли специальные пожелания?;read_passenger_preferences
едут с ребенком?;read_passenger_preferences
среди пассажиров есть дети?;read_passenger_preferences
нужно ли детское кресло;read_passenger_preferences
дети есть?;read_passenger_preferences
с животными?;read_passenger_preferences
собаки, кошки есть?;read_passenger_preferences
что хотят?;read_passenger_preferences
пожелания есть?;read_passenger_preferences
Что хочет уебан;read_passenger_preferences
Озвучь еще раз пожелания пассажира;read_passenger_preferences
Повтори, плиз, пожелания;read_passenger_preferences
Есть лыжи?;read_passenger_preferences
Есть сноуборд?;read_passenger_preferences
Скажи пожелания;read_passenger_preferences
Животные есть?;read_passenger_preferences
Что там по пожеланиям?;read_passenger_preferences
Какие пожелания?;read_passenger_preferences
Что ему еще надо?;read_passenger_preferences
Опции к заказу;read_passenger_preferences
Выбранные опции;read_passenger_preferences
Пожелания пассажира;read_passenger_preferences
Какие есть пожелания?;read_passenger_preferences
Какие доп. опции к закаазу?;read_passenger_preferences
Что-то нужно пассажиру?;read_passenger_preferences
Что он просит?;read_passenger_preferences
Что выбрал пассажир в пожеланиянх? Повтоори пожалуйста;read_passenger_preferences
Какие дополнительные услуги нужны?;read_passenger_preferences
Есть ли специальные требования?;read_passenger_preferences
Что пассажир отметил особенно?;read_passenger_preferences
Покажи выбранные опции клиента;read_passenger_preferences
Какие услуги заказал пассажир?;read_passenger_preferences
Есть ли детское кресло в заказе?;read_passenger_preferences
Нужна ли помощь с багажом?;read_passenger_preferences
Заказывал ли клиент кондиционер?;read_passenger_preferences
Есть ли музыкальные предпочтения?;read_passenger_preferences
Нужна ли тишина в поездке?;read_passenger_preferences
Какую температуру предпочитает пассажир?;read_passenger_preferences
Есть ли аллергии у клиента?;read_passenger_preferences
Нужны ли остановки по пути?;read_passenger_preferences
