text;label
надо,принимаю;accept
берём, надо;accept
беру, надо;accept
забираю, надо;accept
принимаю, надо;accept
ладно, беру;accept
ладно, забираю;accept
ладно, принимаю;accept
ладно, берём;accept
ладно, заберём;accept
ладно, примем;accept
берём сами;accept
беру себе;accept
забираю себе;accept
принимаю себе;accept
себе, беру;accept
себе, забираю;accept
себе, принимаю;accept
я беру;accept
я забираю;accept
я принимаю;accept
мы берём;accept
мы забираем;accept
мы принимаем;accept
берём быстрый;accept
беру быстрый;accept
забираю быстрый;accept
принимаю быстрый;accept
берём срочный;accept
беру срочный;accept
забираю срочный;accept
принимаю срочный;accept
берём экспресс;accept
беру экспресс;accept
забираю экспресс;accept
принимаю экспресс;accept
ок, старт;accept
ок, еду;accept
ок, поехал;accept
ок, выезжаю;accept
по рукам;accept
договорились;accept
беру, договорились;accept
забираю, договорились;accept
принимаю, договорились;accept
сделаем;accept
делаю;accept
делаю, беру;accept
делаю, забираю;accept
делаю, принимаю;accept
беру, делаю;accept
забираю, делаю;accept
принимаю, делаю;accept
принял;accept
приняли;accept
приняла;accept
подтверждаю сделку;accept
подтвердил;accept
подтвердили;accept
подтвердила;accept
есть беру;accept
есть забираю;accept
есть принимаю;accept
беру окончательно;accept
забираю окончательно;accept
принимаю окончательно;accept
финиш, беру;accept
финиш, забираю;accept
финиш, принимаю;accept
принимаю;accept
беру;accept
забираю;accept
да;accept
подтверждаю заказ;accept
да, принимаю;accept
да, беру;accept
да, забираю;accept
принимаю быстро;accept
забираю быстро;accept
принимаю немедленно;accept
забираю немедленно;accept
принимаю без задержек;accept
забираю без задержек;accept
принимаю без вопросов;accept
забираю без вопросов;accept
приму заказ;accept
заберу заказ;accept
забираю его;accept
принимаю его;accept
забираю это;accept
принимаю это;accept
возьму;accept
возьму заказ;accept
возьму сейчас;accept
возьму срочно;accept
возьмём;accept
возьмём сейчас;accept
возьмём срочно;accept
забираем;accept
забираем заказ;accept
всё, беру;accept
всё, забираю;accept
всё, принимаю;accept
окей, беру;accept
окей, забираю;accept
окей, принимаю;accept
принимаю к работе;accept
забираю к работе;accept
принимаю к исполнению;accept
забираю к исполнению;accept
подбираю;accept
подбираю заказ;accept
буду;accept
буду сейчас;accept
буду срочно;accept
еду за заказом;accept
выезжаю сейчас;accept
уже еду;accept
уже выезжаю;accept
поехал;accept
выехал;accept
еду исполнять;accept
беру, поехал;accept
принимаю, поехал;accept
забираю, выезжаю;accept
принимаю, выезжаю;accept
принимаю, в пути;accept
на месте, беру;accept
на месте, принимаю;accept
на месте, забираю;accept
выезжаем;accept
забираем, выезжаем;accept
принимаем, выезжаем;accept
ок, стартую;accept
хорошо, беру;accept
хорошо, забираю;accept
хорошо, принимаю;accept
нормально, беру;accept
нормально, забираю;accept
нормально, принимаю;accept
готов, беру;accept
готов, забираю;accept
готов, принимаю;accept
я готов;accept
я готов взять;accept
я готов забрать;accept
я готов принять;accept
выполняю;accept
выполняю заказ;accept
беру, выполняю;accept
забираю, выполняю;accept
принимаю, выполняю;accept
делаю заказ;accept
начинаю;accept
начинаю заказ;accept
всё беру;accept
всё забираю;accept
всё принимаю;accept
без вопросов беру;accept
без вопросов забираю;accept
без вопросов принимаю;accept
без промедления беру;accept
без промедления забираю;accept
без промедления принимаю;accept
моментально беру;accept
моментально забираю;accept
моментально принимаю;accept
ок, подтверждаю;accept
подтверждаю приём;accept
подтверждаю, беру;accept
подтверждаю, забираю;accept
подтверждаю, принимаю;accept
принято;accept
принят;accept
принята;accept
принят заказ;accept
взял;accept
всё, взял;accept
уже взял;accept
возьму сразу;accept
возьму моментально;accept
хай, беру;accept
ага, беру;accept
ага, забираю;accept
ага, принимаю;accept
yes, take;accept
i take;accept
taking;accept
confirmed;accept
confirm;accept
order confirmed;accept
accept;accept
got it;accept
got order;accept
ok take;accept
давай приму;accept
давай заберём;accept
беру, без лишнего;accept
забираю, без лишнего;accept
принимаю, без лишнего;accept
без базара беру;accept
без базара забираю;accept
без базара принимаю;accept
чётко беру;accept
чётко забираю;accept
чётко принимаю;accept
принято мной;accept
принимаю лично;accept
забираю лично;accept
беру лично;accept
беру в работу;accept
забираю в работу;accept
принимаю в работу;accept
вхожу;accept
вхожу в заказ;accept
беру задачу;accept
забираю задачу;accept
принимаю задачу;accept
беру рейс;accept
забираю рейс;accept
принимаю рейс;accept
подхватываю;accept
подхватываю заказ;accept
я подхвачу;accept
подхватили;accept
беру объект;accept
забираю объект;accept
принимаю объект;accept
принимаю операцию;accept
беру операцию;accept
забираю операцию;accept
беру, вперёд;accept
забираю, вперёд;accept
принимаю, вперёд;accept
забираю, начинаю;accept
принимаю, начинаю;accept
старт, беру;accept
старт, забираю;accept
старт, принимаю;accept
go;accept
go, take;accept
go, accept;accept
ок, go;accept
выхожу;accept
выхожу сейчас;accept
выхожу, беру;accept
выхожу, забираю;accept
выхожу, принимаю;accept
уже беру;accept
уже принимаю;accept
уже забираю;accept
всё в силе, беру;accept
всё в силе, принимаю;accept
всё в силе, забираю;accept
без паузы беру;accept
без паузы принимаю;accept
без паузы забираю;accept
момент;accept
в момент беру;accept
в момент забираю;accept
в момент принимаю;accept
на себя;accept
забираю мгновенно;accept
моментально тут;accept
беру тут;accept
забираю тут;accept
принимаю тут;accept
беру, ближний;accept
забираю, ближний;accept
принимаю, ближний;accept
беру, недалеко;accept
забираю, недалеко;accept
принимаю, недалеко;accept
беру, по пути;accept
забираю, по пути;accept
принимаю, по пути;accept
беру, свободен;accept
забираю, свободен;accept
принимаю, свободен;accept
свободен, беру;accept
свободен, забираю;accept
свободен, принимаю;accept
отмечаю, беру;accept
отмечаю, забираю;accept
отмечаю, принимаю;accept
беру, закрываю;accept
забираю, закрываю;accept
принимаю, закрываю;accept
беру, бегу;accept
забираю, бегу;accept
принимаю, бегу;accept
бегу, беру;accept
бегу, забираю;accept
бегу, принимаю;accept
мчусь, беру;accept
мчусь, забираю;accept
мчусь, принимаю;accept
спринт, беру;accept
спринт, забираю;accept
спринт, принимаю;accept
фаст, беру;accept
фаст, забираю;accept
фаст, принимаю;accept
шустро беру;accept
шустро забираю;accept
шустро принимаю;accept
мгн, беру;accept
мгн, забираю;accept
мгн, принимаю;accept
сразу да;accept
сразу беру;accept
сразу забираю;accept
сразу принимаю;accept
беру эту поездку;accept
забираю эту поездку;accept
принимаю эту поездку;accept
беру пассажира;accept
забираю пассажира;accept
принимаю пассажира;accept
беру клиента;accept
забираю клиента;accept
принимаю клиента;accept
беру вызов;accept
забираю вызов;accept
принимаю вызов;accept
беру заказик;accept
забираю заказик;accept
принимаю заказик;accept
всё, беру вызов;accept
всё, принимаю вызов;accept
всё, забираю вызов;accept
беру дело;accept
забираю дело;accept
принимаю дело;accept
ок, дело беру;accept
ок, дело забираю;accept
ок, дело принимаю;accept
беру рейсик;accept
забираю рейсик;accept
принимаю рейсик;accept
заказ мой;accept
беру мой;accept
принимаю мой;accept
забираю мой;accept
беру, мой заказ;accept
принимаю, мой заказ;accept
забираю, мой заказ;accept
я беру это;accept
я принимаю это;accept
я забираю это;accept
коллективно берём;accept
коллективно принимаем;accept
коллективно забираем;accept
команда берёт;accept
команда принимает;accept
команда забирает;accept
всё, поехали;accept
прямо сейчас;accept
принял, выехал;accept
принял, поехал;accept
принял, стартую;accept
забрал, выехал;accept
забрал, поехал;accept
забрал, стартую;accept
взял, выехал;accept
взял, поехал;accept
взял, стартую;accept
беру, выполняю срочно;accept
забираю, выполняю срочно;accept
принимаю, выполняю срочно;accept
подтверждаю, работаю;accept
подтверждаю, старт;accept
подтверждаю, поехал;accept
ок, подтверждено;accept
подтверждено, беру;accept
подтверждено, принимаю;accept
подтверждено, забираю;accept
финально беру;accept
финально принимаю;accept
финально забираю;accept
окончательно беру;accept
окончательно принимаю;accept
окончательно забираю;accept
беру момент;accept
принимаю момент;accept
забираю момент;accept
беру мгнов;accept
забираю мгнов;accept
принимаю мгнов;accept
лови, беру;accept
лови, забираю;accept
лови, принимаю;accept
чекаю, беру;accept
чекаю, забираю;accept
чекаю, принимаю;accept
беру, фикс;accept
забираю, фикс;accept
принимаю, фикс;accept
фиксирую, беру;accept
фиксирую, забираю;accept
фиксирую, принимаю;accept
беру, подтвержден;accept
забираю, подтвержден;accept
принимаю, подтвержден;accept
за мной;accept
беру побыстрее;accept
забираю побыстрее;accept
принимаю побыстрее;accept
беру незамедлительно;accept
забираю незамедлительно;accept
принимаю незамедлительно;accept
беру немедля;accept
забираю немедля;accept
принимаю немедля;accept
момент, беру;accept
момент, забираю;accept
момент, принимаю;accept
миг, беру;accept
миг, забираю;accept
миг, принимаю;accept
беру с ходу;accept
забираю с ходу;accept
принимаю с ходу;accept
всё ок, беру;accept
всё ок, забираю;accept
всё ок, принимаю;accept
вопрос решён, беру;accept
вопрос решён, забираю;accept
вопрос решён, принимаю;accept
беру, без пауз;accept
забираю, без пауз;accept
принимаю, без пауз;accept
беру вне очереди;accept
забираю вне очереди;accept
принимаю вне очереди;accept
беру первым;accept
забираю первым;accept
принимаю первым;accept
я беру первым;accept
я забираю первым;accept
я принимаю первым;accept
забираю, фиксирую;accept
беру, фиксирую;accept
принимаю, фиксирую;accept
беру клиент;accept
забираю клиент;accept
принимаю клиент;accept
дело за мной;accept
за мной заказ;accept
беру в дорогу;accept
забираю в дорогу;accept
принимаю в дорогу;accept
уже в пути;accept
уже стартую;accept
уже на выезде;accept
выезжаю за клиентом;accept
еду за клиентом;accept
беру, заберу;accept
принимаю, заберу;accept
забираю, беру;accept
заказ беру;accept
заказ забираю;accept
заказ принимаю;accept
беру, работаем;accept
принимаю, работаем;accept
забираю, работаем;accept
ок, в работу;accept
сглажено, беру;accept
сглажено, забираю;accept
сглажено, принимаю;accept
не беру;decline
скинь заказ;decline
отказываюсь;decline
откажись;decline
сбрасываю заказ;decline
не беру сейчас;decline
отказ;decline
не согласен;decline
не хочу;decline
пропускаю;decline
пропусти заказ;decline
отменяю;decline
отмена заказа;decline
не беру, извини;decline
не смогу;decline
нет, пас;decline
передай другому;decline
не подходит;decline
не успею;decline
пропусти, занят;decline
пропускаем;decline
пропускаю срочно;decline
скинь, занят;decline
откажи;decline
не интересует;decline
без меня;decline
не буду;decline
не беру, позже;decline
отменить;decline
снимай;decline
снимаю заказ;decline
не беру эту поездку;decline
отказываюсь сейчас;decline
не беру, спасибо;decline
не беру, занято;decline
передай другому водителю;decline
пусть возьмёт кто-то;decline
не беру, время поджимает;decline
отказываюсь принимать;decline
пропускаю, нет времени;decline
не беру, далеко;decline
длинно, отказываюсь;decline
заказ не мой;decline
пропускаю заказ;decline
снимаю, нет возможности;decline
откажись немедленно;decline
не беру, пробки;decline
не смогу сейчас;decline
не могу;decline
нет, не беру;decline
не возьму;decline
откажусь;decline
отказаться;decline
отменяем;decline
сброс;decline
сбрось;decline
другой возьмёт;decline
не тяну;decline
не везу;decline
не беру, маршрут неудобный;decline
не по пути;decline
не мой район;decline
далеко, отказ;decline
пропускаю, бензина мало;decline
занят, пропусти;decline
нет, пропускаю;decline
не беру, конец смены;decline
устал, отказ;decline
не беру, отдых;decline
беру отпуск, пропускаю;decline
не хочу брать;decline
не готов;decline
не беру, ремонт;decline
не беру, клиент далеко;decline
нет, спасибо;decline
позже;decline
я пас;decline
не вариант;decline
не сейчас;decline
в другой раз;decline
прости, нет;decline
отказываюсь, срочные дела;decline
не успеваю, пропускаю;decline
отменяю, погода;decline
слишком далеко;decline
нет возможности;decline
не смогу отвезти;decline
откажись от поездки;decline
не беру, плохая дорога;decline
нет, пропусти;decline
отменяю, загружен;decline
не беру, нет детского кресла;decline
нет времени;decline
отказываюсь, занято;decline
пропускаю, спешу;decline
далеко;decline
занят;decline
другой пусть;decline
снимаю;decline
взял поездку, пас;decline
пропусти;decline
далековато;decline
конец смены;decline
перерыв;decline
устал;decline
пробки, нет;decline
ремонт, пас;decline
пусть другой;decline
плохая дорога;decline
кресла нет;decline
погода плохая;decline
нет детского;decline
занят рейсом;decline
длинно;decline
поздно;decline
далеко, пас;decline
спешу;decline
бензина мало;decline
пропускаю конец смены;decline
отказ поздно;decline
позже поздно;decline
отказываюсь нет кресла;decline
пропускаю нет кресла;decline
нет возможности взять;decline
нет времени сейчас;decline
давай другой возьмёт;decline
не беру нет кресла;decline
не могу далеко;decline
нет времени плохая дорога;decline
пропускаю загружен;decline
нет времени спешу;decline
занят плохая дорога;decline
пас перерыв;decline
позже загружен;decline
слишком далеко, пас;decline
пас спешу;decline
не могу устал;decline
не беру загружен;decline
не мой район сейчас;decline
занят перерыв;decline
отказ устал;decline
пропускаю перерыв;decline
позже ремонт;decline
снимаю поздно;decline
нет времени устал;decline
пропускаю поздно;decline
пас поздно;decline
пас устал;decline
снимаю далеко;decline
занят нет кресла;decline
пропускаю устал;decline
отказ перерыв;decline
не беру конец смены;decline
пас конец смены;decline
позже конец смены;decline
поздно, пропускаю;decline
не беру ремонт;decline
отказ ремонт;decline
не успеваю, пас;decline
не беру перерыв;decline
снимаю загружен;decline
снимаю устал;decline
позже перерыв;decline
позже устал;decline
отказываюсь загружен;decline
не беру спешу;decline
пропускаю спешу;decline
снимаю ремонт;decline
пас, беру позже;decline
нет кресла, пропускаю;decline
плохое состояние дороги;decline
не готов сейчас;decline
отказ сейчас;decline
отказ конец смены;decline
позже плохая дорога;decline
нет времени поздно;decline
отказ загружен;decline
отказываюсь плохая дорога;decline
отказ нет кресла;decline
перерыв, не беру;decline
пас плохая дорога;decline
занят сейчас;decline
снимаю пробки;decline
не могу, сейчас спешу;decline
не вариант сейчас;decline
позже нет кресла;decline
снимаю спешу;decline
не могу пробки;decline
сейчас не могу взять;decline
пас ремонт;decline
нет времени ремонт;decline
отказ из-за пробок;decline
занят устал;decline
ремонт машины, пас;decline
пропускаю ремонт;decline
отказываюсь перерыв;decline
отказ спешу;decline
занят ремонт;decline
пропускаю плохая дорога;decline
не могу поздно;decline
нет времени нет кресла;decline
отказ плохая дорога;decline
занят поздно;decline
не могу загружен;decline
нет времени далеко;decline
не беру пробки;decline
пас загружен;decline
не могу нет кресла;decline
пропускаю пробки;decline
устал, пас сейчас;decline
отказ далеко;decline
снимаю конец смены;decline
занят спешу;decline
нет времени конец смены;decline
пас далеко;decline
отказываюсь далеко;decline
отказываюсь ремонт;decline
не могу сейчас;decline
отказываюсь спешу;decline
нет времени перерыв;decline
позже спешу;decline
не могу плохая дорога;decline
погода плохая, не беру;decline
снимаю нет кресла;decline
откажись от заказа;decline
пожалуй откажусь;decline
отмени заказ;decline
отмена;decline
не надо;decline
пропускаю сейчас;decline
не беру устал;decline
пропуск заказа;decline
пропускаем клиента;decline
пропуск клиента;decline
не берем заказ;decline
этот заказ мы не берем;decline
отбой;decline
пас;decline
не поеду;decline
пропуск;decline
не сегодня;decline
извини, пропускаю;decline
скидываю;decline
занят, позже;decline
позже возьму;decline
не подъеду;decline
не прибуду;decline
снял заказ;decline
скинуть;decline
пас сейчас;decline
дальше без меня;decline
заказывайте другого;decline
отказываюсь брать;decline
не хватит времени;decline
пропускаю рейс;decline
не беру этот;decline
занято;decline
в перерыве;decline
не успеваю;decline
не беру, пас;decline
отказы;decline
пас, позже;decline
займусь позже;decline
не свободен;decline
отпуск;decline
закрою;decline
скидываю заказ;decline
отменяю сразу;decline
пропускаю мимо;decline
пас на этот;decline
не буду брать;decline
нет желания;decline
не выходит;decline
не тяну сейчас;decline
займусь другим;decline
не подъеду вовремя;decline
нет в графике;decline
отказываюсь сразу;decline
передайте дальше;decline
оставлю другим;decline
не готов ехать;decline
пропустим;decline
не хочу ехать;decline
не беру, в перерыве;decline
занятой;decline
пропускаю, пас;decline
нет, не сейчас;decline
не в этот раз;decline
просто пас;decline
не подходит сейчас;decline
не беру, занят;decline
отменить заказ;decline
нет интереса;decline
не могу принять;decline
скину;decline
пропуск, пас;decline
отказываюсь, занят;decline
не беру, перерыв;decline
пропущу;decline
пропускаю заказик;decline
нет, другой раз;decline
не поеду, пас;decline
брось;decline
не получу;decline
оставьте;decline
миную;decline
отмени;decline
отказ по заказу;decline
пропустил;decline
потом;decline
пропустим это;decline
попозже;decline
отменяем заказ;decline
передаю;decline
не возьмусь;decline
не приму;decline
отмена рейса;decline
перескочу;decline
нет, позже;decline
не буду сейчас;decline
просто нет;decline
мимо;decline
не, пас;decline
пропуск сейчас;decline
пропусти срочно;decline
не беру, устал;decline
лишний заказ;decline
передам дальше;decline
дальше;decline
отмена, пас;decline
нет, мимо;decline
не двигаю;decline
не, потом;decline
пока нет;decline
нет, мимо заказа;decline
заберу позже;decline
скидываю, занят;decline
пропустим, перерыв;decline
нет, занят;decline
сейчас пропущу;decline
отложи;decline
не та поездка;decline
не получится;decline
отменить сейчас;decline
не, пропуск;decline
не беру, пропущу;decline
пропуск тут;decline
перешлю;decline
не планирую;decline
перекур;decline
отменю;decline
не беру, перекур;decline
нет, пауза;decline
пауза;decline
нет, пропуск заказа;decline
не мой маршрут;decline
другое возьму;decline
оставь;decline
позже приму;decline
сейчас нет;decline
не, не беру;decline
не выйдет;decline
pass;decline
мимо заказа;decline
пропустил заявку;decline
не хочу, пропуск;decline
отмена сейчас;decline
сброс заказа;decline
отказ, пас;decline
свободен позже;decline
не беру, пауза;decline
не приму заказ;decline
нет свободен;decline
пропускаю поездку;decline
не успею, пропуск;decline
потом возьму;decline
скидываю это;decline
отмена, позже;decline
не вариант, пропуск;decline
без меня сейчас;decline
не мой;decline
мимо, спасибо;decline
откажусь сейчас;decline
отменяю, занят;decline
pass now;decline
skip;decline
пропуск сразу;decline
отбой, мимо;decline
отмена мгновенно;decline
нет, пропуск;decline
не, отмена;decline
не беру, отбой;decline
ноль;decline
не иду;decline
не та точка;decline
поздно, пропуск;decline
еду другим;decline
не тот район;decline
скидывай;decline
пропустил рейс;decline
пропуск, занят;decline
переставляю;decline
отмена, сейчас;decline
не возьмусь сейчас;decline
не выезжаю;decline
скину позже;decline
освобожусь позже;decline
нет, друг возьмёт;decline
не пойду;decline
не стану;decline
скидываем;decline
отмена, без деталей;decline
минус;decline
вычеркиваю;decline
пас тут;decline
отказ здесь;decline
no;decline
отказал;decline
пропуск ещё;decline
убери заказ;decline
удаляю;decline
нет, отменяю;decline
дальше пас;decline
не сегодня, пас;decline
уберите;decline
снимаю, пас;decline
нет, не надо;decline
не поеду сейчас;decline
отменяю без пояснений;decline
пропуск по умолчанию;decline
перескок;decline
скину этот;decline
быстрее отмена;decline
не беру, пропуск;decline
до свидания;decline
мимо, извините;decline
не подходит мне;decline
убери;decline
отбой на заказ;decline
не выйдет сейчас;decline
не приму сейчас;decline
отменяю заказик;decline
не наш;decline
не успею принять;decline
отказ по времени;decline
замена;decline
переслать;decline
нет, свободен позднее;decline
пропуск, пауза;decline
осечка;decline
вместе не поеду;decline
отменю моментально;decline
отказ сегодня;decline
не подходит время;decline
не беру задания;decline
не согласен ехать;decline
отменяй;decline
не, пропускаю;decline
не беру вновь;decline
пока нет, спасибо;decline
отмена мгновенная;decline
не приму, перерыв;decline
отменил;decline
не возьму, пауза;decline
вне маршрута;decline
отменяем тут;decline
скинул;decline
пас, без причин;decline
не готов принять;decline
нету времени;decline
займу позже;decline
free later;decline
не сейчас, перерыв;decline
отмена прямая;decline
пас, потом;decline
другая дорога;decline
мимо сегодня;decline
нет сил;decline
не на ходу;decline
откажись быстро;decline
cancel;decline
runaway;decline
пропуск мгновенно;decline
не беру, займусь другим;decline
пауза, позже;decline
занятость;decline
снимаем;decline
пропустим заказ;decline
отклоняю;decline
no ride;decline
skip ride;decline
без ride;decline
pass order;decline
drop order;decline
cancel order;decline
decline order;decline
пропуск ride;decline
нет drive;decline
cancel client;decline
drop client;decline
skip client;decline
pass client;decline
отказ клиента;decline
мимо клиента;decline
отклоняю клиента;decline
не беру клиента;decline
пас на клиента;decline
заказ снимаю;decline
нет клиента;decline
перерыв, отмена;decline
занят, отмена;decline
нет, следующий;decline
следующий;decline
пропускаем далее;decline
пас следующему;decline
передайте след;decline
drop it;decline
skip it;decline
cancel it;decline
pass it;decline
no thanks;decline
not now;decline
busy;decline
break;decline
wait later;decline
не могу принять сейчас;decline
пропуск, нет;decline
отменяю, нет;decline
pass заказ;decline
skip заказ;decline
fast decline;decline
reject;decline
not accept;decline
refuse;decline
refuse order;decline
отказ order;decline
стоп;decline
стоп заказ;decline
стоп вызов;decline
остановка;decline
отмена быстро;decline
pass ride now;decline
skip ride now;decline
cancel ride now;decline
decline ride now;decline
no ride now;decline
not taking;decline
can't take;decline
won't take;decline
later maybe;decline
not free;decline
перерыв короткий;decline
занят минутку;decline
позже свободен;decline
не беру на ходу;decline
отбой сейчас;decline
пропуск мгновенный;decline
отмена мигом;decline
skip moment;decline
pass moment;decline
drop moment;decline
decline moment;decline
не беру момент;decline
не беру тут;decline
не беру щас;decline
не беру опять;decline
cancel quick;decline
skip quick;decline
pass quick;decline
drop quick;decline
decline quick;decline
отказ быстро;decline
стоп быстро;decline
cancel сразу;decline
pass сейчас;decline
skip сейчас;decline
drop сейчас;decline
decline сейчас;decline
занят сейчас, позже;decline
не успею сейчас;decline
no time;decline
have break;decline
busy now;decline
break now;decline
later;decline
позже ок;decline
не беру все;decline
пас на всё;decline
отмена всего;decline
мимо всего;decline
без деталей;decline
просто отказ;decline
decline;decline
drop;decline
reject ride;decline
refuse ride;decline
can't ride;decline
no drive;decline
no trip;decline
no go;decline
stay;decline
hold;decline
standby;decline
wait;decline
cancel task;decline
drop task;decline
skip task;decline
pass task;decline
decl task;decline
не принимаю;decline
не соглашаюсь;decline
отказ без причин;decline
буду позже;decline
не беру точка;decline
не еду;decline
не поеду точка;decline
оставь заказ;decline
пропусти заявку;decline
отклонить;decline
отклонить заказ;decline
пауза сейчас;decline
перерыв сейчас;decline
занято сейчас;decline
позже смогу;decline
сейчас никак;decline
я маршрут домой прямо;home
буду идти домой сейчас;home
буду выехал домой прямо;home
домой поехал без остановок;home
броню домой сейчас;home
домашние дела без задержек;home
сейчас еду домой сейчас;home
сейчас домой поехал без задержек;home
направление домой прямо;home
буду домой быстро быстро;home
только домой сегодня побыстрее;home
я путь домой сейчас;home
сейчас домой маршрут быстро;home
буду путь домой;home
буду летим домой срочно;home
по дороге домой сейчас;home
я еду домой быстро без остановок;home
домой маршрут побыстрее;home
буду сегодня домой прямо;home
сейчас летим домой прямо;home
я в сторону дома побыстрее;home
домашняя дорога без задержек;home
буду домой срочно быстро;home
сейчас в сторону дома быстро;home
я дом срочно;home
сейчас возвращаюсь домой без задержек;home
я домашняя дорога быстро;home
я по дороге домой сейчас;home
сейчас броню домой прямо;home
буду домой без остановок побыстрее;home
домашние дела срочно;home
домой маршрут без остановок;home
сейчас еду на базу прямо;home
буду домашний маршрут;home
буду домашний маршрут без задержек;home
я домой срочно сейчас;home
только домой прямо;home
сейчас домой поехал сейчас;home
я идти домой без задержек;home
сейчас только вперед домой срочно;home
я поеду домой прямо;home
я маршрут домой сейчас;home
я еду домой сейчас без задержек;home
сейчас летим домой без задержек;home
буду только домой быстро;home
буду направляюсь домой сейчас;home
буду только домой сегодня срочно;home
я домой без остановок без остановок;home
еду домой побыстрее;home
я пока домой без остановок;home
сейчас домашняя дорога побыстрее;home
маршрут домой сейчас;home
сейчас летим домой побыстрее;home
только домой срочно;home
быстрый маршрут домой быстро;home
я только домой побыстрее;home
буду домой без остановок;home
буду быстрый маршрут домой без остановок;home
сейчас поеду домой побыстрее;home
буду поеду домой побыстрее;home
домашний маршрут прямо;home
домашний маршрут быстро;home
сейчас домашний маршрут быстро;home
я домашний маршрут прямо;home
в сторону дома сейчас;home
в сторону дома быстро;home
по дороге домой без задержек;home
я возвращаюсь домой быстро;home
